x,y,z,class,sound_path
-0.9034623,-1.9650892,5.764548,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_270.0-274.5.wav
-0.8958163,-1.9647155,5.748907,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_274.5-279.0.wav
-1.2637708,-2.0127535,5.6799183,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_279.0-283.5.wav
-1.6389687,-2.1819077,5.9068656,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_283.5-288.0.wav
-1.2221382,-2.5404966,6.2121177,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_288.0-292.5.wav
-0.22763586,-2.3308067,5.590815,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_292.5-297.0.wav
-1.1136912,-2.5668883,6.275156,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_297.0-301.5.wav
-1.0870452,-2.6310954,6.3509064,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_301.5-306.0.wav
-1.1068636,-2.649864,6.3551188,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_306.0-310.5.wav
-1.3746151,-2.1307042,6.0125036,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_31.5-36.0.wav
-1.3466682,-2.2454224,6.006665,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_310.5-315.0.wav
-1.262447,-2.03087,5.5487757,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_315.0-319.5.wav
-1.3200475,-2.0691822,5.8159556,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_319.5-324.0.wav
-0.40196165,-2.2638042,5.654758,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_324.0-328.5.wav
-1.4041497,-2.1907258,6.0822153,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_328.5-333.0.wav
-1.4816196,-2.263474,6.0270495,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_333.0-337.5.wav
-1.0716861,-2.6193364,6.307542,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_337.5-342.0.wav
-1.1167438,-2.5944831,6.2944055,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_342.0-346.5.wav
-0.9473141,-1.9532958,5.758223,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_346.5-351.0.wav
-0.7320915,-2.0967557,5.787241,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_351.0-355.5.wav
-0.76854354,-2.3932333,6.3386574,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_355.5-360.0.wav
-1.7143214,-2.3740554,5.8498945,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_36.0-40.5.wav
-0.10592055,-2.3726435,5.4992085,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_360.0-364.5.wav
-1.5735964,-2.2630804,5.40076,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_364.5-369.0.wav
-1.2431272,-2.0435886,5.5326934,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_369.0-373.5.wav
-0.5386201,-2.1005294,5.3649273,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_373.5-378.0.wav
-1.4119589,-2.177424,5.396969,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_378.0-382.5.wav
